date,entry,exit,qty,direction,pnl,capital
2019-01-04 14:40:00,10694.9,10705.5949,130,-1,-1430.337000000054,686993.6628750019
2019-01-07 09:30:00,10809.45,10798.64055,130,1,-1445.2285000000848,685548.4343750018
2019-01-07 09:45:00,10805.1,10794.2949,130,1,-1444.662999999946,684103.7713750019
2019-01-07 11:40:00,10807.55,10796.74245,130,1,-1444.9814999999398,682658.7898750019
2019-01-07 13:45:00,10805.1,10794.2949,130,1,-1444.662999999946,681214.1268750019
2019-01-07 14:40:00,10805.3,10794.4947,130,1,-1444.6889999999985,679769.4378750019
2019-01-08 10:40:00,10796.6,10785.8034,130,1,-1443.5579999999572,678325.879875002
2019-01-08 13:35:00,10764.0,10774.764,130,-1,-1439.3199999998978,676886.559875002
2019-01-08 14:00:00,10777.2,10787.977200000001,130,-1,-1441.0360000000583,675445.5238750019
2019-01-08 14:40:00,10811.95,10801.138050000001,130,1,-1445.5534999999145,673999.970375002
2019-01-08 15:25:00,10801.35,10790.54865,130,1,-1444.1754999999648,672555.794875002
2019-01-09 10:15:00,10862.95,10852.08705,130,1,-1452.1835000000829,671103.611375002
2019-01-10 14:55:00,10812.55,10823.36255,130,-1,-1445.6315000000723,669657.9798750019
2019-01-11 09:15:00,10822.15,10832.97215,130,-1,-1446.8794999999955,668211.1003750019
2019-01-11 09:40:00,10827.75,10838.57775,130,-1,-1447.6075000000492,666763.4928750019
2019-01-11 13:40:00,10815.7,10756.213650000002,130,-1,7693.225499999899,674456.7183750018
2019-01-11 14:35:00,10757.8,10768.557799999999,130,-1,-1438.5139999999228,673018.2043750018
2019-01-11 15:00:00,10784.95,10795.73495,130,-1,-1442.0434999999088,671576.1608750019
2019-01-14 09:20:00,10805.95,10746.517275,130,-1,7686.2542500000745,679262.415125002
2019-01-15 09:15:00,10736.95,10747.686950000001,130,-1,-1435.8035000000564,677826.611625002
2019-01-15 15:05:00,10821.6,10881.1188,130,1,7697.443999999978,685524.055625002
2019-01-17 13:15:00,10889.3,10878.410699999999,130,1,-1455.609000000095,684068.446625002
2019-01-17 15:10:00,10922.4,10911.4776,130,1,-1459.9119999999311,682608.5346250021
2019-01-18 09:20:00,10915.35,10904.434650000001,130,1,-1458.99549999991,681149.5391250021
2019-01-18 10:45:00,10862.9,10873.7629,130,-1,-1452.1770000000106,679697.3621250021
2019-01-18 13:55:00,10888.75,10899.63875,130,-1,-1455.5375000000095,678241.8246250021
2019-01-21 09:25:00,10904.0,10914.904,130,-1,-1457.5200000000586,676784.3046250021
2019-01-21 10:30:00,10920.25,10980.311375,130,1,7767.978749999911,684552.283375002
2019-01-21 11:05:00,10979.7,10968.7203,130,1,-1467.3609999999826,683084.922375002
2019-01-21 15:20:00,10965.0,10954.035,130,1,-1465.450000000019,681619.4723750019
2019-01-22 14:05:00,10907.6,10918.5076,130,-1,-1457.9880000000594,680161.4843750019
